workerid,rt,trial_type,prevalence,animal,property,property_index,animal_index
29,28.786,priors,0,Leopards,has wings,5,2
29,28.786,priors,100,Mosquitos,has wings,5,3
29,28.786,priors,0,Sharks,has wings,5,4
29,28.786,priors,0,Bears,has wings,5,5
29,28.786,priors,0,Cats,has wings,5,6
29,28.786,priors,0,Snakes,has wings,5,7
29,28.786,priors,0,Whales,has wings,5,8
29,28.786,priors,0,Penguins,has wings,5,9
29,17.278,priors,0,Ducks,has manes,6,0
29,17.278,priors,10,Birds,has manes,6,1
29,17.278,priors,0,Leopards,has manes,6,2
29,17.278,priors,0,Mosquitos,has manes,6,3
29,17.278,priors,0,Sharks,has manes,6,4
29,17.278,priors,10,Bears,has manes,6,5
29,17.278,priors,0,Cats,has manes,6,6
29,17.278,priors,0,Snakes,has manes,6,7
29,17.278,priors,0,Whales,has manes,6,8
29,17.278,priors,0,Penguins,has manes,6,9
29,26.622,priors,0,Ducks,carries malaria,7,0
29,26.622,priors,1,Birds,carries malaria,7,1
29,26.622,priors,0,Leopards,carries malaria,7,2
29,26.622,priors,25,Mosquitos,carries malaria,7,3
29,26.622,priors,0,Sharks,carries malaria,7,4
29,26.622,priors,0,Bears,carries malaria,7,5
29,26.622,priors,1,Cats,carries malaria,7,6
29,26.622,priors,0,Snakes,carries malaria,7,7
29,26.622,priors,0,Whales,carries malaria,7,8
29,26.622,priors,0,Penguins,carries malaria,7,9
